0,1
1,1
2,1
3,1
4,1
5,2
6,2
7,4
8,4
9,6
10,6
11,8
12,10
13,14
14,18
15,24
16,29
17,36
18,44
19,58
20,71
21,90
22,112
23,132
24,168
25,215
26,238
27,312
28,313
29,413
30,548
31,509
32,695
33,623
34,822
35,1128
36,894
37,1272
38,1795
39,1342
40,1923
41,1308
42,1954
43,2880
44,1866
45,2819
46,2110
47,2615
48,4021
49,2305
50,3645
51,4756
52,3136
53,5030
54,2566
55,4247
56,6880
57,3401
58,5690
59,3056
60,4529
61,7666
62,3493
63,6048
64,8232
65,4586
66,8028
67,3365
68,6031
69,10624
70,4403
71,7941
72,3080
73,5696
74,10380
75,3998
76,7474
77,9271
78,5231
79,9785
80,3599
81,6873
82,11586
83,4698
84,9034
85,3142
86,6142
87,11829
88,4091
89,8021
90,6368
91,5352
92,10476
93,3406
94,6861
95,12169
96,4500
97,9049
98,2912
99,5891
100,11781
101,3824
102,7794
103,2415
104,4977
105,10146
106,3162
107,6551
108,9342
109,4196
110,8665
111,2695
112,5549
113,11099
114,3535
115,7321
116,2242
117,4693
118,9715
119,3014
120,6292
121,7542
122,3977
123,8214
124,2572
125,5300
126,10392
127,3448
128,7133
129,2309
130,4670
131,9556
132,3125
133,6324
134,2101
135,4211
136,8516
137,2833
138,5653
139,9704
140,3774
141,7589
142,2602
143,5108
144,10163
145,3464
146,6822
147,2328
148,4625
149,9205
150,3096
151,6122
152,7046
153,4064
154,8119
155,2666
156,5400
157,10620
158,3567
159,7220
160,2304
161,4734
162,9529
163,3006
164,6178
165,2524
166,4045
167,8228
168,2582
169,5342
170,10626
171,3370
172,7000
173,2081
174,4454
175,9237
176,2736
177,5831
178,1683
179,3634
180,7675
181,2251
182,4816
183,7321
184,2973
185,6320
186,1791
187,3909
188,8246
189,2376
190,5112
191,1398
192,3091
193,6766
194,1856
195,4103
196,1611
197,2466
198,5498
199,1475
200,3331
201,7191
202,1914
203,4366
204,1065
205,2528
206,5728
207,1441
208,3355
209,797
210,1908
211,4441
212,1027
213,2509
214,5361
215,1411
216,3351
217,746
218,1849
219,4386
220,1001
221,2467
222,534
223,1354
224,3299
225,732
226,1820
227,937
228,966
229,2413
230,497
231,1318
232,3252
233,695
234,1816
235,363
236,948
237,2441
238,503
239,1303
240,245
241,687
242,1781
243,360
244,956
245,2345
246,537
247,1342
248,272
249,726
250,1862
251,386
252,987
253,192
254,534
255,1358
256,283
257,744
258,708
259,384
260,1017
261,191
262,542
263,1381
264,289
265,776
266,139
267,399
268,1060
269,204
270,564
271,101
272,306
273,797
274,165
275,416
276,1035
277,220
278,570
279,105
280,297
281,814
282,144
283,417
284,65
285,204
286,569
287,93
288,282
289,472
290,136
291,399
292,58
293,190
294,550
295,81
296,261
297,40
298,129
299,389
300,67
301,207
302,34
303,103
304,297
305,55
306,160
307,412
308,80
309,233
310,42
311,118
312,335
313,55
314,159
315,24
316,78
317,232
318,32
319,111
320,226
321,51
322,139
323,23
324,66
325,209
326,35
327,99
328,20
329,52
330,152
331,25
332,68
333,32
334,36
335,102
336,14
337,47
338,151
339,18
340,65
341,11
342,37
343,106
344,15
345,48
346,4
347,22
348,73
349,8
350,31
351,100
352,17
353,51
354,7
355,21
356,68
357,8
358,36
359,2
360,15
361,51
362,2
363,16
364,12
365,6
366,23
367,4
368,15
369,48
370,8
371,23
372,2
373,9
374,33
375,2
376,11
377,0
378,5
379,25
380,1
381,10
382,37
383,3
384,15
385,1
386,8
387,24
388,3
389,7
390,0
391,2
392,11
393,0
394,3
395,6
396,0
397,3
398,0
399,1
400,9
401,0
402,3
403,0
404,2
405,8
406,2
407,5
408,0
409,1
410,6
411,0
412,2
413,9
414,0
415,3
416,0
417,1
418,5
419,0
420,2
421,0
422,1
423,5
424,0
425,2
426,3
427,0
428,1
429,0
430,0
431,3
432,0
433,1
434,0
435,1
436,4
437,0
438,1
439,1
440,1
441,3
442,1
443,2
444,6
445,0
446,1
447,0
448,1
449,3
450,0
451,1
452,0
453,0
454,0
455,0
456,0
457,1
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,2
468,0
469,1
470,0
471,0
472,0
473,0
474,0
475,2
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,1
507,0
508,1
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,1
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
